meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
878.3333333333334,167,1534,469496.3333333334,685.198024904723,0.07066482333302494,0.028072328604988855,0.15268056328847618,0.005047447235929446,0.07104538856202734,0.6,65,999.4923076923077,967,1000,13.0,0.0,0.0,36.06121828866466,unknown,5,00
595.2857142857143,134,1433,225237.2380952381,474.5916540513941,0.10586579506457809,0.028266326980350708,0.24006725282921956,0.004867349911854157,0.06976639529067098,1.4,10,456.9,34,1700,2.0,0.3333333333333333,0.3333333333333333,38.83286495193469,unknown,5,00
383.25,100,933,148292.91666666666,385.08819336181506,0.14840957286704434,0.027944184779060306,0.3657736280556183,0.022684361058978055,0.1506132831425504,0.8,97,1000.0,1000,1000,19.4,0.3333333333333333,0.3333333333333333,27.528147925250188,unknown,5,00
594.3333333333334,100,2200,717197.0666666667,846.8748825338172,0.027618309910894995,0.013787872065131025,0.03664637331300078,5.61899006644501e-05,0.007495992306856384,1.2,37,593.4324324324324,0,1000,7.4,0.4,0.2,1104.928402388996,unknown,5,00
403.6666666666667,200,833,44585.0,211.15160430363773,0.11716877685180092,0.017509233207910226,0.33115007811410296,0.009301101902954577,0.09644222054139243,1.8,26,588.6538461538462,33,2166,5.2,0.375,0.5,28.885401320451386,unknown,5,00
500.0,233,900,34158.5,184.82018288055013,0.04900863462250798,0.028650302289426662,0.11363825864136404,0.0012037007702350474,0.034694391048626975,1.8,2,1617.0,0,3234,0.4,0.5,0.5,207.30692603041953,unknown,5,00
341.6666666666667,133,1000,86397.1515151515,293.93392372292027,0.052452904617853485,0.005429334816511666,0.19703505610580016,0.0024994633156340874,0.04999463286827985,2.4,13,779.3846153846154,33,2934,2.6,0.45454545454545453,0.36363636363636365,370.535034309815,unknown,5,00
319.07142857142856,100,600,19740.071428571424,140.4993645130519,0.04161167739694262,0.010668698326772768,0.12193360753692478,0.0006907621362229092,0.02628235408449763,2.8,2,1183.5,533,1834,0.4,0.6153846153846154,0.6153846153846154,600.0198220834081,unknown,5,00
258.625,100,567,31640.553571428572,177.87791760482403,0.04589790455582632,0.02995950869722116,0.08471327910015022,0.00043150098668089657,0.02077260182742876,1.6,69,955.9710144927536,566,1000,13.8,0.42857142857142855,0.2857142857142857,35.76057004537199,unknown,5,00
642.5714285714286,166,1333,254589.61904761905,504.56874561115956,0.03354164295527599,0.017953546231396687,0.06344732232083737,0.00019938626994564314,0.014120420317598309,1.4,4,1033.0,33,2000,0.8,0.3333333333333333,0.5,47.774875482908776,unknown,5,00
