,eyeDataTimestamp,eyeDataRelativeTimestamp,frameTimestamp,isCalibrationValid,gazeHasValue,gazeOrigin_x,gazeOrigin_y,gazeOrigin_z,gazeDirection_x,gazeDirection_y,gazeDirection_z,gazePointHit,gazePoint_x,gazePoint_y,gazePoint_z,gazePoint_target_name,gazePoint_target_x,gazePoint_target_y,gazePoint_target_z,gazePoint_target_pos_x,gazePoint_target_pos_y,gazePoint_target_pos_z,gazePoint_target_rot_x,gazePoint_target_rot_y,gazePoint_target_rot_z,gazePoint_target_scale_x,gazePoint_target_scale_y,gazePoint_target_scale_z,gazePointLeftScreen_x,gazePointLeftScreen_y,gazePointLeftScreen_z,gazePointRightScreen_x,gazePointRightScreen_y,gazePointRightScreen_z,gazePointMonoScreen_x,gazePointMonoScreen_y,gazePointMonoScreen_z,GazePointWebcam_x,GazePointWebcam_y,GazePointWebcam_z,gazePointAOIHit,gazePointAOI_x,gazePointAOI_y,gazePointAOI_z,gazePointAOI_name,gazePointAOI_target_x,gazePointAOI_target_y,gazePointAOI_target_z,gazePointAOI_target_pos_x,gazePointAOI_target_pos_y,gazePointAOI_target_pos_z,gazePointAOI_target_rot_x,gazePointAOI_target_rot_y,gazePointAOI_target_rot_z,gazePointAOI_target_scale_x,gazePointAOI_target_scale_y,gazePointAOI_target_scale_z,GazePointAOIWebcam_x,GazePointAOIWebcam_y,GazePointAOIWebcam_z,info
125,1666614391930,5129240.2944,1666614391964,True,True,0.00856,-0.02175,0.11704,0.08232,-0.84716,0.52492,True,0.04639,-0.41112,0.3583,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.04639,-0.41112,0.3583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,372.0481,328.6036,0.35918,115.781,325.5258,0.35849,302.8148,179.9323,0.35395,250.0933,41.04808,0.30453,False,,,,,,,,,,,,,,,,,,,,
126,1666614391963,5129273.6282,1666614392025,True,True,0.00726,-0.0217,0.11704,0.08388,-0.84718,0.52465,True,0.04582,-0.41116,0.35823,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.04582,-0.41116,0.35823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,365.9525,320.0551,0.35876,109.2707,317.0177,0.3581,297.1127,171.3464,0.35341,246.9929,36.76287,0.304,False,,,,,,,,,,,,,,,,,,,,
127,1666614391997,5129306.962,1666614392031,True,True,0.00746,-0.02157,0.11706,0.08762,-0.84665,0.5249,True,0.04776,-0.41102,0.35851,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.04776,-0.41102,0.35851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,375.0479,324.5778,0.3592,118.7622,321.46,0.35851,305.3649,175.8599,0.35391,251.493,39.13305,0.30448,False,,,,,,,,,,,,,,,,,,,,
128,1666614392030,5129340.2958,1666614392064,True,True,0.00729,-0.02151,0.11707,0.091,-0.84626,0.52494,True,0.04916,-0.41093,0.35863,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.04916,-0.41093,0.35863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,379.4687,331.2569,0.35955,123.5267,328.1122,0.35883,309.5255,182.5688,0.35435,253.7565,42.48676,0.30491,False,,,,,,,,,,,,,,,,,,,,
129,1666614392063,5129373.6296,1666614392105,True,True,0.00633,-0.02147,0.11703,0.09929,-0.8461,0.5237,True,0.05202,-0.41081,0.35802,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.05202,-0.41081,0.35802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,390.6526,334.4606,0.35953,134.6551,331.2032,0.35875,319.581,185.8746,0.35441,259.1927,44.11419,0.30497,False,,,,,,,,,,,,,,,,,,,,
130,1666614392097,5129406.9633,1666614392114,True,True,0.00659,-0.02147,0.11701,0.10158,-0.84604,0.52335,True,0.05333,-0.41075,0.35781,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.05333,-0.41075,0.35781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,397.2925,335.85,0.35962,141.3667,332.527,0.35882,325.4667,187.2397,0.35451,262.3849,44.82943,0.30507,False,,,,,,,,,,,,,,,,,,,,
131,1666614392130,5129440.2972,1666614392169,True,True,0.00722,-0.02158,0.11702,0.09781,-0.84545,0.52503,True,0.05224,-0.41074,0.35868,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.05224,-0.41074,0.35868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,385.7161,335.8912,0.3596,129.8143,332.6907,0.35884,315.1159,187.204,0.35445,256.7702,44.73091,0.30501,False,,,,,,,,,,,,,,,,,,,,
132,1666614392163,5129473.6309,1666614392214,True,True,0.00759,-0.02156,0.11704,0.08753,-0.84466,0.5281,True,0.04793,-0.41085,0.36043,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.04793,-0.41085,0.36043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,357.5906,337.948,0.35969,101.9174,335.0512,0.35904,290.4702,189.871,0.35464,243.4233,45.93353,0.30521,False,,,,,,,,,,,,,,,,,,,,
133,1666614392197,5129506.9647,1666614392248,True,True,0.00263,-0.02136,0.11699,0.15179,-0.83619,0.52702,True,0.07305,-0.40926,0.36147,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.07305,-0.40926,0.36147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,470.7451,386.7466,0.36422,219.097,382.8978,0.36306,392.4091,237.9086,0.35964,298.8102,71.01939,0.31012,False,,,,,,,,,,,,,,,,,,,,
134,1666614392230,5129540.2985,1666614392296,True,True,0.00418,-0.02146,0.117,0.14539,-0.83668,0.52804,True,0.07158,-0.40932,0.36178,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.07158,-0.40932,0.36178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,458.4468,382.9391,0.36398,206.5869,379.1974,0.36287,381.4839,234.1488,0.35937,292.8997,69.09371,0.30986,False,,,,,,,,,,,,,,,,,,,,
135,1666614392263,5129573.6323,1666614392296,True,True,0.00303,-0.02143,0.11698,0.14767,-0.83748,0.52613,True,0.07144,-0.40942,0.36072,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.07144,-0.40942,0.36072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,459.3293,378.3336,0.36341,206.9268,374.5571,0.36231,381.9481,229.5188,0.35873,293.1223,66.67426,0.30923,False,,,,,,,,,,,,,,,,,,,,
136,1666614392297,5129606.966,1666614392335,True,True,0.00345,-0.02148,0.11701,0.14126,-0.83727,0.52824,True,0.06891,-0.40948,0.3618,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.06891,-0.40948,0.3618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,443.9117,378.1065,0.36368,191.7847,374.4904,0.36263,368.5538,229.3707,0.35902,285.9027,66.65018,0.30952,False,,,,,,,,,,,,,,,,,,,,
137,1666614392330,5129640.2998,1666614392390,True,True,0.00373,-0.02149,0.11703,0.13863,-0.83853,0.52693,True,0.0679,-0.40961,0.36093,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.0679,-0.40961,0.36093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,437.3734,371.6439,0.36294,184.5575,368.0618,0.36193,362.9439,223.0006,0.35825,282.8347,63.32773,0.30876,False,,,,,,,,,,,,,,,,,,,,
138,1666614392363,5129673.6336,1666614392390,True,True,0.00394,-0.02148,0.11704,0.13737,-0.83866,0.52705,True,0.06751,-0.40963,0.36097,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.06751,-0.40963,0.36097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,435.4881,371.1797,0.3629,182.64,367.6148,0.3619,361.2698,222.5441,0.35821,281.9277,63.08837,0.30872,False,,,,,,,,,,,,,,,,,,,,
139,1666614392397,5129706.9673,1666614392425,True,True,0.00359,-0.02148,0.11703,0.13632,-0.83848,0.5276,True,0.0667,-0.40966,0.36129,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.0667,-0.40966,0.36129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,429.3104,369.4729,0.36279,176.3749,365.9639,0.36182,355.2593,220.7708,0.35804,278.6702,62.15841,0.30855,False,,,,,,,,,,,,,,,,,,,,
140,1666614392430,5129740.3013,1666614392474,True,True,0.00341,-0.02149,0.11704,0.1372,-0.83835,0.52759,True,0.06693,-0.40964,0.36131,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.06693,-0.40964,0.36131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,429.5441,372.1147,0.36285,176.6741,368.6117,0.36187,355.5494,223.8308,0.35814,278.8192,63.63189,0.30865,False,,,,,,,,,,,,,,,,,,,,
141,1666614392464,5129773.635,1666614392524,True,True,0.0036,-0.0215,0.11702,0.14039,-0.8378,0.52762,True,0.06862,-0.40953,0.36139,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.06862,-0.40953,0.36139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,434.0701,377.826,0.36309,181.4405,374.2987,0.36209,359.7036,229.1364,0.35846,281.0662,66.26433,0.30896,False,,,,,,,,,,,,,,,,,,,,
142,1666614392497,5129806.9688,1666614392568,True,True,0.00369,-0.02156,0.11702,0.14494,-0.83782,0.52636,True,0.07079,-0.40946,0.36072,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.07079,-0.40946,0.36072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,443.3878,376.1566,0.36295,190.5935,372.5271,0.36191,367.7062,227.1701,0.35823,285.3861,65.29323,0.30873,False,,,,,,,,,,,,,,,,,,,,
143,1666614392530,5129840.3026,1666614392574,True,True,0.00472,-0.0216,0.11705,0.14014,-0.83895,0.52586,True,0.06953,-0.40957,0.36024,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.06953,-0.40957,0.36024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,438.0721,371.9984,0.3625,184.8561,368.4019,0.36148,362.7934,223.0191,0.35772,282.7056,63.11964,0.30823,False,,,,,,,,,,,,,,,,,,,,
144,1666614392564,5129873.6364,1666614392604,True,True,0.00466,-0.0216,0.11704,0.14261,-0.83902,0.52508,True,0.0706,-0.40954,0.35982,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.0706,-0.40954,0.35982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.1287,372.3785,0.36222,187.6582,368.7468,0.3612,365.4326,223.6268,0.3575,284.1106,63.32615,0.308,False,,,,,,,,,,,,,,,,,,,,
145,1666614392597,5129906.9701,1666614392645,True,True,0.00504,-0.0216,0.11703,0.14711,-0.83839,0.52484,True,0.07309,-0.4094,0.35979,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.07309,-0.4094,0.35979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,450.8447,379.8624,0.3626,197.7323,376.1613,0.36152,374.4166,231.3009,0.35805,288.9787,67.1889,0.30854,False,,,,,,,,,,,,,,,,,,,,
146,1666614392630,5129940.304,1666614392664,True,True,0.00553,-0.02166,0.11703,0.14973,-0.83906,0.52303,True,0.07472,-0.40939,0.35872,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.07472,-0.40939,0.35872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,458.5167,376.5064,0.36224,205.0368,372.7104,0.36114,380.7351,227.6834,0.35754,292.3743,65.3225,0.30803,False,,,,,,,,,,,,,,,,,,,,
147,1666614392664,5129973.6377,1666614392728,True,True,0.00563,-0.02169,0.11702,0.1617,-0.83609,0.52422,True,0.08058,-0.40922,0.35999,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08058,-0.40922,0.35999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,483.5084,392.906,0.36408,231.741,388.9483,0.36285,403.627,244.0219,0.35957,304.8375,73.9069,0.31003,False,,,,,,,,,,,,,,,,,,,,
148,1666614392697,5130006.9715,1666614392732,True,True,0.00563,-0.02172,0.11704,0.17272,-0.83454,0.52318,True,0.08585,-0.4093,0.36002,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08585,-0.4093,0.36002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,508.5331,400.8456,0.36528,257.8561,396.6907,0.36394,426.1275,251.8625,0.36083,317.0574,78.19554,0.31128,False,,,,,,,,,,,,,,,,,,,,
149,1666614392730,5130040.3053,1666614392784,True,True,0.00587,-0.02168,0.11699,0.17497,-0.83462,0.5223,True,0.08714,-0.40934,0.35958,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08714,-0.40934,0.35958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,513.9989,399.7008,0.36534,263.3641,395.4887,0.36399,430.9158,250.6886,0.36086,319.6546,77.68539,0.31131,False,,,,,,,,,,,,,,,,,,,,
150,1666614392764,5130073.6391,1666614392784,True,True,0.00674,-0.02169,0.11697,0.17302,-0.83503,0.5223,True,0.08707,-0.40934,0.35944,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08707,-0.40934,0.35944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,513.8746,399.0284,0.36524,263.1495,394.8131,0.36389,430.7585,250.0147,0.36076,319.5656,77.3278,0.31121,False,,,,,,,,,,,,,,,,,,,,
151,1666614392797,5130106.9728,1666614392829,True,True,0.00715,-0.02171,0.11697,0.17066,-0.83492,0.52324,True,0.08638,-0.40932,0.35988,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08638,-0.40932,0.35988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,506.5571,400.6201,0.36547,256.0582,396.4878,0.36415,424.4542,251.7574,0.36103,316.1679,78.21547,0.31148,False,,,,,,,,,,,,,,,,,,,,
152,1666614392830,5130140.3067,1666614392864,True,True,0.00699,-0.02173,0.11697,0.17577,-0.83477,0.52179,True,0.08861,-0.40937,0.35927,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08861,-0.40937,0.35927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,515.8264,400.7728,0.36555,265.386,396.5511,0.36419,432.615,251.7542,0.36109,320.5835,78.28101,0.31153,False,,,,,,,,,,,,,,,,,,,,
153,1666614392864,5130173.6404,1666614392914,True,True,0.00633,-0.02172,0.11695,0.16486,-0.83788,0.52036,True,0.08259,-0.40932,0.35766,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.08259,-0.40932,0.35766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,489.0848,387.8435,0.36325,236.5328,383.7966,0.36202,408.1757,239.3191,0.35866,307.2526,71.36908,0.30913,False,,,,,,,,,,,,,,,,,,,,
154,1666614392897,5130206.9742,1666614392969,True,True,0.01336,-0.02196,0.11701,0.02529,-0.85051,0.52535,True,0.02497,-0.41242,0.35818,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02497,-0.41242,0.35818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,205.9204,293.1387,0.35363,-54.69835,291.718,0.35361,154.0625,145.0258,0.34824,168.8669,21.374,0.29892,False,,,,,,,,,,,,,,,,,,,,
155,1666614392930,5130240.308,1666614392974,True,True,0.01448,-0.02216,0.11691,0.0245,-0.85127,0.52416,True,0.02572,-0.41245,0.35724,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02572,-0.41245,0.35724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,210.7666,290.3652,0.35328,-50.24674,288.8839,0.35324,158.08,142.1951,0.34784,171.0051,19.88218,0.29851,False,,,,,,,,,,,,,,,,,,,,
156,1666614392964,5130273.6418,1666614393024,True,True,0.01096,-0.02218,0.11692,0.0344,-0.85081,0.52434,True,0.02674,-0.41238,0.35739,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02674,-0.41238,0.35739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,212.8253,293.2788,0.35334,-48.12965,291.7766,0.35329,159.6834,144.6859,0.34792,171.8731,21.09652,0.29859,False,,,,,,,,,,,,,,,,,,,,
157,1666614392997,5130306.9755,1666614393024,True,True,0.00913,-0.02221,0.1169,0.0432,-0.8504,0.52436,True,0.02895,-0.41224,0.3574,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02895,-0.41224,0.3574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,223.8571,297.3423,0.35371,-36.80927,295.7267,0.35362,169.6205,148.7288,0.34833,177.3063,23.23235,0.29899,False,,,,,,,,,,,,,,,,,,,,
158,1666614393030,5130340.3094,1666614393058,True,True,0.00922,-0.02224,0.11695,0.04134,-0.85053,0.5243,True,0.02818,-0.41229,0.35739,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02818,-0.41229,0.35739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,215.3394,298.6226,0.35351,-45.444,297.0961,0.35345,162.4148,150.5103,0.34819,173.3622,23.96797,0.29885,False,,,,,,,,,,,,,,,,,,,,
159,1666614393064,5130373.6431,1666614393094,True,True,0.00954,-0.0223,0.11695,0.03768,-0.85085,0.52406,True,0.02682,-0.41239,0.35721,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02682,-0.41239,0.35721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,204.905,292.8991,0.35289,-56.41703,291.4745,0.35287,152.8514,144.7847,0.34751,168.0998,20.91957,0.29818,False,,,,,,,,,,,,,,,,,,,,
160,1666614393097,5130406.9769,1666614393135,True,True,0.00925,-0.0223,0.11696,0.03933,-0.85029,0.52485,True,0.02729,-0.41232,0.3577,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02729,-0.41232,0.3577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,205.3303,297.511,0.35325,-55.62576,296.0892,0.35323,153.5066,149.4408,0.34793,168.4924,23.30359,0.2986,False,,,,,,,,,,,,,,,,,,,,
161,1666614393130,5130440.3107,1666614393190,True,True,0.0089,-0.0223,0.11697,0.03945,-0.85034,0.52475,True,0.02699,-0.41234,0.35766,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02699,-0.41234,0.35766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,203.8133,296.0008,0.35339,-57.01063,294.5985,0.35337,152.1919,147.926,0.34804,167.8041,22.636,0.29872,False,,,,,,,,,,,,,,,,,,,,
162,1666614393164,5130473.6445,1666614393194,True,True,0.00886,-0.02228,0.11696,0.03991,-0.84988,0.52547,True,0.02718,-0.41229,0.3581,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02718,-0.41229,0.3581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,204.2149,298.2527,0.35364,-56.35875,296.8511,0.35362,152.7144,150.1989,0.34833,168.1171,23.83458,0.299,False,,,,,,,,,,,,,,,,,,,,
163,1666614393197,5130506.9783,1666614393244,True,True,0.00885,-0.0223,0.11699,0.03665,-0.84934,0.52658,True,0.02568,-0.41232,0.3588,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02568,-0.41232,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,197.1416,296.2492,0.35369,-63.33361,294.9264,0.3537,146.7292,147.7907,0.34837,164.8874,22.69064,0.29904,False,,,,,,,,,,,,,,,,,,,,
164,1666614393230,5130540.3121,1666614393292,True,True,0.00832,-0.02224,0.11699,0.0346,-0.84977,0.52602,True,0.02421,-0.41243,0.35852,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02421,-0.41243,0.35852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,192.5889,293.4962,0.3534,-68.13721,292.2183,0.35343,142.2959,145.4605,0.34805,162.4444,21.42662,0.29873,False,,,,,,,,,,,,,,,,,,,,
165,1666614393264,5130573.6458,1666614393294,True,True,0.00712,-0.0222,0.11697,0.03818,-0.8492,0.52669,True,0.02467,-0.41237,0.35896,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.02467,-0.41237,0.35896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,194.3651,296.2408,0.3537,-66.07693,294.9489,0.35372,144.0567,148.2237,0.34838,163.4351,22.88459,0.29906,False,,,,,,,,,,,,,,,,,,,,
166,1666614393297,5130606.9796,1666614393336,True,True,0.00647,-0.02221,0.11695,0.02404,-0.84948,0.52708,True,0.01752,-0.41277,0.35929,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,0.01752,-0.41277,0.35929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,163.1551,286.8249,0.35292,-97.80227,285.8643,0.35307,116.1167,138.8834,0.34753,148.1839,17.96458,0.29823,False,,,,,,,,,,,,,,,,,,,,
167,1666614393330,5130640.3135,1666614393375,True,True,0.00186,-0.02188,0.11676,-0.05518,-0.85137,0.52166,True,-0.02371,-0.41644,0.35852,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02371,-0.41644,0.35852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-40.41244,207.468,0.34705,-305.0969,208.8752,0.34806,-67.52103,59.62408,0.34094,47.56625,-23.40722,0.29179,False,,,,,,,,,,,,,,,,,,,,
168,1666614393364,5130673.6472,1666614393416,True,True,0.00394,-0.02201,0.11683,-0.05687,-0.84914,0.52509,True,-0.02246,-0.41618,0.36058,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02246,-0.41618,0.36058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-36.00168,217.4847,0.34806,-299.7054,218.83,0.34904,-62.86343,69.64005,0.34209,50.28703,-18.09995,0.29293,False,,,,,,,,,,,,,,,,,,,,
169,1666614393397,5130706.9809,1666614393420,True,True,0.00594,-0.0221,0.11687,-0.06304,-0.84761,0.52687,True,-0.02336,-0.41617,0.36183,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02336,-0.41617,0.36183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-41.64333,221.3302,0.34858,-304.744,222.7408,0.34958,-67.43571,73.58075,0.34267,47.89899,-15.98636,0.29351,False,,,,,,,,,,,,,,,,,,,,
170,1666614393430,5130740.3148,1666614393455,True,True,0.00608,-0.02213,0.1169,-0.06477,-0.84655,0.52835,True,-0.02407,-0.41616,0.36283,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02407,-0.41616,0.36283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-45.77823,226.6196,0.34899,-308.3932,228.0695,0.35,-70.64201,79.11427,0.34315,46.22452,-13.16438,0.29399,False,,,,,,,,,,,,,,,,,,,,
171,1666614393464,5130773.6485,1666614393496,True,True,0.0083,-0.02224,0.11696,-0.07281,-0.84522,0.52944,True,-0.02565,-0.41624,0.36376,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02565,-0.41624,0.36376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-54.00948,227.5326,0.34932,-316.1854,229.0829,0.35036,-78.25055,80.2409,0.34339,42.13137,-12.55786,0.29424,False,,,,,,,,,,,,,,,,,,,,
172,1666614393497,5130806.9823,1666614393557,True,True,0.00834,-0.02224,0.11696,-0.07171,-0.84564,0.52892,True,-0.02507,-0.41622,0.36338,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02507,-0.41622,0.36338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-50.80379,228.5859,0.349,-313.3382,230.0883,0.35002,-74.96967,81.13792,0.3432,43.86666,-12.21526,0.29404,False,,,,,,,,,,,,,,,,,,,,
173,1666614393530,5130840.3161,1666614393561,True,True,0.00871,-0.02231,0.11697,-0.0715,-0.84556,0.52907,True,-0.0246,-0.41617,0.36341,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.0246,-0.41617,0.36341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-48.39563,229.6281,0.34908,-310.8813,231.1009,0.35009,-72.78554,82.18121,0.34329,45.06749,-11.66944,0.29412,False,,,,,,,,,,,,,,,,,,,,
174,1666614393564,5130873.65,1666614393605,True,True,0.00908,-0.02237,0.11698,-0.07405,-0.84642,0.52735,True,-0.02539,-0.41631,0.36242,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02539,-0.41631,0.36242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-51.48176,223.7456,0.34841,-314.6033,225.2594,0.34944,-76.13989,75.5742,0.34251,43.11584,-15.17375,0.29335,False,,,,,,,,,,,,,,,,,,,,
175,1666614393597,5130906.9837,1666614393609,True,True,0.00906,-0.02235,0.11698,-0.07085,-0.84541,0.5294,True,-0.02394,-0.4161,0.36355,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02394,-0.4161,0.36355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-44.94721,231.6478,0.3492,-307.3551,233.0769,0.3502,-69.76851,83.55898,0.34339,46.72199,-10.95584,0.29422,False,,,,,,,,,,,,,,,,,,,,
176,1666614393630,5130940.3176,1666614393694,True,True,0.00911,-0.02235,0.11699,-0.07051,-0.84503,0.53005,True,-0.02374,-0.41606,0.36394,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02374,-0.41606,0.36394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-43.53135,235.5839,0.34948,-305.6665,236.9898,0.35047,-67.76144,87.65558,0.34385,47.88649,-8.79586,0.29468,False,,,,,,,,,,,,,,,,,,,,
177,1666614393664,5130973.6513,1666614393694,True,True,0.00942,-0.02236,0.11699,-0.06498,-0.84522,0.53045,True,-0.02083,-0.4158,0.3639,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02083,-0.4158,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-28.60316,241.0737,0.34987,-290.5401,242.2984,0.3508,-54.31795,93.13753,0.34429,55.25325,-5.93844,0.29511,False,,,,,,,,,,,,,,,,,,,,
178,1666614393697,5131006.9851,1666614393734,True,True,0.01029,-0.02243,0.11701,-0.06978,-0.84484,0.53046,True,-0.02221,-0.41591,0.36407,SpatialMesh - 44F94EE60D31BB26-DD8204ABC05F31BC,-0.02221,-0.41591,0.36407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-36.3705,237.814,0.34976,-298.3224,239.1363,0.35072,-61.64574,90.41383,0.34406,51.23795,-7.36794,0.29488,False,,,,,,,,,,,,,,,,,,,,
